"subject" "activity" "variable" "mean(value)"
"subject3" "walking" "fBodyAccMagStd" -0.456373080862069
"subject3" "walking_downstairs" "fBodyAccMagStd" -0.233849422120408
"subject3" "walking_upstairs" "fBodyAccMagStd" -0.447994369152542
"subject5" "standing" "fBodyAccMagStd" -0.886745170714286
"subject5" "sitting" "fBodyAccMagStd" -0.925669291136364
"subject5" "laying" "fBodyAccMagStd" -0.962525369423077
"subject5" "walking" "fBodyAccMagStd" -0.519636926071429
"subject5" "walking_downstairs" "fBodyAccMagStd" 0.0428533623276596
"subject5" "walking_upstairs" "fBodyAccMagStd" -0.254091927148936
"subject6" "standing" "fBodyAccMagStd" -0.94456410754386
"subject6" "sitting" "fBodyAccMagStd" -0.939547202909091
"subject6" "laying" "fBodyAccMagStd" -0.905373979824561
"subject6" "walking" "fBodyAccMagStd" -0.421683093508772
"subject6" "walking_downstairs" "fBodyAccMagStd" 0.1446227570625
"subject6" "walking_upstairs" "fBodyAccMagStd" -0.222161433666667
"subject7" "standing" "fBodyAccMagStd" -0.93728796509434
"subject7" "sitting" "fBodyAccMagStd" -0.88691563825
"subject7" "laying" "fBodyAccMagStd" -0.910542462919231
"subject7" "walking" "fBodyAccMagStd" -0.351706780526316
"subject7" "walking_downstairs" "fBodyAccMagStd" 0.0214440976893617
"subject7" "walking_upstairs" "fBodyAccMagStd" -0.415307106666667
"subject8" "standing" "fBodyAccMagStd" -0.938628186322222
"subject8" "sitting" "fBodyAccMagStd" -0.93172124
"subject8" "laying" "fBodyAccMagStd" -0.917257979425926
"subject8" "walking" "fBodyAccMagStd" -0.360818978541667
"subject8" "walking_downstairs" "fBodyAccMagStd" -0.156141093578947
"subject8" "walking_upstairs" "fBodyAccMagStd" -0.409282851707317
"subject11" "standing" "fBodyAccMagStd" -0.981503969574468
"subject11" "sitting" "fBodyAccMagStd" -0.948521986037736
"subject11" "laying" "fBodyAccMagStd" -0.976037695614035
"subject11" "walking" "fBodyAccMagStd" -0.584455992033898
"subject11" "walking_downstairs" "fBodyAccMagStd" -0.137123060369565
"subject11" "walking_upstairs" "fBodyAccMagStd" -0.376027878888889
"subject14" "standing" "fBodyAccMagStd" -0.939799869833333
"subject14" "sitting" "fBodyAccMagStd" -0.929193937222222
"subject14" "laying" "fBodyAccMagStd" -0.859606047058823
"subject14" "walking" "fBodyAccMagStd" -0.457490009491525
"subject14" "walking_downstairs" "fBodyAccMagStd" 0.178684580868889
"subject14" "walking_upstairs" "fBodyAccMagStd" -0.143253889222222
"subject15" "standing" "fBodyAccMagStd" -0.950204045849057
"subject15" "sitting" "fBodyAccMagStd" -0.941195938135593
"subject15" "laying" "fBodyAccMagStd" -0.94550856
"subject15" "walking" "fBodyAccMagStd" -0.458344792407407
"subject15" "walking_downstairs" "fBodyAccMagStd" 0.153124178119048
"subject15" "walking_upstairs" "fBodyAccMagStd" -0.255659340833333
"subject16" "standing" "fBodyAccMagStd" -0.957173571923077
"subject16" "sitting" "fBodyAccMagStd" -0.942588250115942
"subject16" "laying" "fBodyAccMagStd" -0.958111895857143
"subject16" "walking" "fBodyAccMagStd" -0.592150985098039
"subject16" "walking_downstairs" "fBodyAccMagStd" -0.0534137179170213
"subject16" "walking_upstairs" "fBodyAccMagStd" -0.418924256078431
"subject17" "standing" "fBodyAccMagStd" -0.975504840641026
"subject17" "sitting" "fBodyAccMagStd" -0.9653996796875
"subject17" "laying" "fBodyAccMagStd" -0.949042531690141
"subject17" "walking" "fBodyAccMagStd" -0.565162507704918
"subject17" "walking_downstairs" "fBodyAccMagStd" -0.0618876767130435
"subject17" "walking_upstairs" "fBodyAccMagStd" -0.217393170604167
"subject19" "standing" "fBodyAccMagStd" -0.964259110821918
"subject19" "sitting" "fBodyAccMagStd" -0.952802277671233
"subject19" "laying" "fBodyAccMagStd" -0.964056773975904
"subject19" "walking" "fBodyAccMagStd" -0.324793406057692
"subject19" "walking_downstairs" "fBodyAccMagStd" 0.0828630624102564
"subject19" "walking_upstairs" "fBodyAccMagStd" -0.368253499
"subject21" "standing" "fBodyAccMagStd" -0.960041844382022
"subject21" "sitting" "fBodyAccMagStd" -0.974447593176471
"subject21" "laying" "fBodyAccMagStd" -0.944449070888889
"subject21" "walking" "fBodyAccMagStd" -0.438149791153846
"subject21" "walking_downstairs" "fBodyAccMagStd" 0.0791271386644444
"subject21" "walking_upstairs" "fBodyAccMagStd" -0.403357611702128
"subject22" "standing" "fBodyAccMagStd" -0.943739135238095
"subject22" "sitting" "fBodyAccMagStd" -0.926798029822581
"subject22" "laying" "fBodyAccMagStd" -0.913267251263889
"subject22" "walking" "fBodyAccMagStd" -0.381399308043478
"subject22" "walking_downstairs" "fBodyAccMagStd" -0.0575202606055556
"subject22" "walking_upstairs" "fBodyAccMagStd" -0.334126221428571
"subject23" "standing" "fBodyAccMagStd" -0.955291356470588
"subject23" "sitting" "fBodyAccMagStd" -0.927090118382353
"subject23" "laying" "fBodyAccMagStd" -0.958465695416667
"subject23" "walking" "fBodyAccMagStd" -0.407577515762712
"subject23" "walking_downstairs" "fBodyAccMagStd" -0.0453930349148148
"subject23" "walking_upstairs" "fBodyAccMagStd" -0.410047643333333
"subject25" "standing" "fBodyAccMagStd" -0.970203660405405
"subject25" "sitting" "fBodyAccMagStd" -0.961997268307692
"subject25" "laying" "fBodyAccMagStd" -0.651353241643836
"subject25" "walking" "fBodyAccMagStd" -0.632927475540541
"subject25" "walking_downstairs" "fBodyAccMagStd" -0.359437080103448
"subject25" "walking_upstairs" "fBodyAccMagStd" -0.536120293230769
"subject26" "standing" "fBodyAccMagStd" -0.963909299324324
"subject26" "sitting" "fBodyAccMagStd" -0.934587699141026
"subject26" "laying" "fBodyAccMagStd" -0.966576631710526
"subject26" "walking" "fBodyAccMagStd" -0.537183967118644
"subject26" "walking_downstairs" "fBodyAccMagStd" 0.005749436614
"subject26" "walking_upstairs" "fBodyAccMagStd" -0.274226227272727
"subject27" "standing" "fBodyAccMagStd" -0.967529105125
"subject27" "sitting" "fBodyAccMagStd" -0.970885296857143
"subject27" "laying" "fBodyAccMagStd" -0.980296339054054
"subject27" "walking" "fBodyAccMagStd" -0.550392604912281
"subject27" "walking_downstairs" "fBodyAccMagStd" -0.071212004425
"subject27" "walking_upstairs" "fBodyAccMagStd" -0.468707734509804
"subject28" "standing" "fBodyAccMagStd" -0.923857158227848
"subject28" "sitting" "fBodyAccMagStd" -0.952281424444445
"subject28" "laying" "fBodyAccMagStd" -0.95756401875
"subject28" "walking" "fBodyAccMagStd" -0.511573670555555
"subject28" "walking_downstairs" "fBodyAccMagStd" -0.074058597676087
"subject28" "walking_upstairs" "fBodyAccMagStd" -0.334626168823529
"subject29" "standing" "fBodyAccMagStd" -0.982247716
"subject29" "sitting" "fBodyAccMagStd" -0.971218019833333
"subject29" "laying" "fBodyAccMagStd" -0.981599783623188
"subject29" "walking" "fBodyAccMagStd" -0.393257505471698
"subject29" "walking_downstairs" "fBodyAccMagStd" -0.0330868111229167
"subject29" "walking_upstairs" "fBodyAccMagStd" -0.155993755897959
"subject30" "standing" "fBodyAccMagStd" -0.921733233050847
"subject30" "sitting" "fBodyAccMagStd" -0.943543732580645
"subject30" "laying" "fBodyAccMagStd" -0.964051810714286
"subject30" "walking" "fBodyAccMagStd" -0.469852794923077
"subject30" "walking_downstairs" "fBodyAccMagStd" -0.178535173268548
"subject30" "walking_upstairs" "fBodyAccMagStd" -0.394508080769231
"subject2" "standing" "fBodyBodyAccJerkMagMean" -0.977065295555556
"subject2" "sitting" "fBodyBodyAccJerkMagMean" -0.983874698913043
"subject2" "laying" "fBodyBodyAccJerkMagMean" -0.985374114791667
"subject2" "walking" "fBodyBodyAccJerkMagMean" -0.169064352813559
"subject2" "walking_downstairs" "fBodyBodyAccJerkMagMean" 0.222247409576596
"subject2" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.189511136902083
"subject4" "standing" "fBodyBodyAccJerkMagMean" -0.956139283571429
"subject4" "sitting" "fBodyBodyAccJerkMagMean" -0.9625007338
"subject4" "laying" "fBodyBodyAccJerkMagMean" -0.96228712537037
"subject4" "walking" "fBodyBodyAccJerkMagMean" -0.318587811
"subject4" "walking_downstairs" "fBodyBodyAccJerkMagMean" -0.175295286557778
"subject4" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.397406285
"subject9" "standing" "fBodyBodyAccJerkMagMean" -0.963242884
"subject9" "sitting" "fBodyBodyAccJerkMagMean" -0.9530504408
"subject9" "laying" "fBodyBodyAccJerkMagMean" -0.9543205856
"subject9" "walking" "fBodyBodyAccJerkMagMean" -0.316870715576923
"subject9" "walking_downstairs" "fBodyBodyAccJerkMagMean" 0.00716877883571429
"subject9" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.419533108571429
"subject10" "standing" "fBodyBodyAccJerkMagMean" -0.951633690454545
"subject10" "sitting" "fBodyBodyAccJerkMagMean" -0.985900801111111
"subject10" "laying" "fBodyBodyAccJerkMagMean" -0.968561121551724
"subject10" "walking" "fBodyBodyAccJerkMagMean" 0.0205189516981132
"subject10" "walking_downstairs" "fBodyBodyAccJerkMagMean" 0.156978047052632
"subject10" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.153553147382979
"subject12" "standing" "fBodyBodyAccJerkMagMean" -0.960859009508197
"subject12" "sitting" "fBodyBodyAccJerkMagMean" -0.971715268627451
"subject12" "laying" "fBodyBodyAccJerkMagMean" -0.962448418666667
"subject12" "walking" "fBodyBodyAccJerkMagMean" -0.029912425338
"subject12" "walking_downstairs" "fBodyBodyAccJerkMagMean" 0.0769968373
"subject12" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.3208844625
"subject13" "standing" "fBodyBodyAccJerkMagMean" -0.981977536491228
"subject13" "sitting" "fBodyBodyAccJerkMagMean" -0.988348535306122
"subject13" "laying" "fBodyBodyAccJerkMagMean" -0.980754385967742
"subject13" "walking" "fBodyBodyAccJerkMagMean" -0.15211150075614
"subject13" "walking_downstairs" "fBodyBodyAccJerkMagMean" -0.0282156656914894
"subject13" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.425100006545455
"subject18" "standing" "fBodyBodyAccJerkMagMean" -0.984987073150685
"subject18" "sitting" "fBodyBodyAccJerkMagMean" -0.990407075964912
"subject18" "laying" "fBodyBodyAccJerkMagMean" -0.988548418307692
"subject18" "walking" "fBodyBodyAccJerkMagMean" -0.41403775125
"subject18" "walking_downstairs" "fBodyBodyAccJerkMagMean" -0.3833987134
"subject18" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.574481396551724
"subject20" "standing" "fBodyBodyAccJerkMagMean" -0.940007897123288
"subject20" "sitting" "fBodyBodyAccJerkMagMean" -0.971730462575758
"subject20" "laying" "fBodyBodyAccJerkMagMean" -0.979695458088235
"subject20" "walking" "fBodyBodyAccJerkMagMean" 0.0545269493972549
"subject20" "walking_downstairs" "fBodyBodyAccJerkMagMean" 0.0137917152644444
"subject20" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.215014031556863
"subject24" "standing" "fBodyBodyAccJerkMagMean" -0.972251355217391
"subject24" "sitting" "fBodyBodyAccJerkMagMean" -0.984469962941176
"subject24" "laying" "fBodyBodyAccJerkMagMean" -0.983108084305556
"subject24" "walking" "fBodyBodyAccJerkMagMean" -0.418641046896552
"subject24" "walking_downstairs" "fBodyBodyAccJerkMagMean" -0.200830137109091
"subject24" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.429800778813559
"subject1" "standing" "fBodyBodyAccJerkMagMean" -0.99254247754717
"subject1" "sitting" "fBodyBodyAccJerkMagMean" -0.985262126808511
"subject1" "laying" "fBodyBodyAccJerkMagMean" -0.9333003608
"subject1" "walking" "fBodyBodyAccJerkMagMean" -0.0571194000343158
"subject1" "walking_downstairs" "fBodyBodyAccJerkMagMean" 0.0262184949326531
"subject1" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.44265216245283
"subject3" "standing" "fBodyBodyAccJerkMagMean" -0.948627467704918
"subject3" "sitting" "fBodyBodyAccJerkMagMean" -0.965888891730769
"subject3" "laying" "fBodyBodyAccJerkMagMean" -0.975949597903226
"subject3" "walking" "fBodyBodyAccJerkMagMean" -0.186764516965517
"subject3" "walking_downstairs" "fBodyBodyAccJerkMagMean" -0.049477977322449
"subject3" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.412920898474576
"subject5" "standing" "fBodyBodyAccJerkMagMean" -0.941825903035714
"subject5" "sitting" "fBodyBodyAccJerkMagMean" -0.964440302272727
"subject5" "laying" "fBodyBodyAccJerkMagMean" -0.977356379807692
"subject5" "walking" "fBodyBodyAccJerkMagMean" -0.269481661080357
"subject5" "walking_downstairs" "fBodyBodyAccJerkMagMean" 0.00918394264170213
"subject5" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.264674938957447
"subject6" "standing" "fBodyBodyAccJerkMagMean" -0.955914005438597
"subject6" "sitting" "fBodyBodyAccJerkMagMean" -0.948348653636364
"subject6" "laying" "fBodyBodyAccJerkMagMean" -0.948655471052632
"subject6" "walking" "fBodyBodyAccJerkMagMean" -0.055401423331579
"subject6" "walking_downstairs" "fBodyBodyAccJerkMagMean" 0.243834258785417
"subject6" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.169868234496078
"subject7" "standing" "fBodyBodyAccJerkMagMean" -0.967417888301887
"subject7" "sitting" "fBodyBodyAccJerkMagMean" -0.970954184166667
"subject7" "laying" "fBodyBodyAccJerkMagMean" -0.968066259230769
"subject7" "walking" "fBodyBodyAccJerkMagMean" -0.0384187298547368
"subject7" "walking_downstairs" "fBodyBodyAccJerkMagMean" 0.067389886106383
"subject7" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.45478324745098
"subject8" "standing" "fBodyBodyAccJerkMagMean" -0.979745872037037
"subject8" "sitting" "fBodyBodyAccJerkMagMean" -0.980932292391304
"subject8" "laying" "fBodyBodyAccJerkMagMean" -0.961792852407407
"subject8" "walking" "fBodyBodyAccJerkMagMean" -0.123834409766667
"subject8" "walking_downstairs" "fBodyBodyAccJerkMagMean" 0.331528459921053
"subject8" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.131850567460976
"subject11" "standing" "fBodyBodyAccJerkMagMean" -0.988636595319149
"subject11" "sitting" "fBodyBodyAccJerkMagMean" -0.975315331509434
"subject11" "laying" "fBodyBodyAccJerkMagMean" -0.976940774561404
"subject11" "walking" "fBodyBodyAccJerkMagMean" -0.395116134237288
"subject11" "walking_downstairs" "fBodyBodyAccJerkMagMean" -0.097454996626087
"subject11" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.475928501666667
"subject14" "standing" "fBodyBodyAccJerkMagMean" -0.970214125833333
"subject14" "sitting" "fBodyBodyAccJerkMagMean" -0.972985342962963
"subject14" "laying" "fBodyBodyAccJerkMagMean" -0.96798859627451
"subject14" "walking" "fBodyBodyAccJerkMagMean" -0.431591453389831
"subject14" "walking_downstairs" "fBodyBodyAccJerkMagMean" 0.186223478065556
"subject14" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.288744334092593
"subject15" "standing" "fBodyBodyAccJerkMagMean" -0.979078785660377
"subject15" "sitting" "fBodyBodyAccJerkMagMean" -0.984689437118644
"subject15" "laying" "fBodyBodyAccJerkMagMean" -0.973681222777778
"subject15" "walking" "fBodyBodyAccJerkMagMean" -0.289753952407407
"subject15" "walking_downstairs" "fBodyBodyAccJerkMagMean" 0.158413334683333
"subject15" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.261956679958333
"subject16" "standing" "fBodyBodyAccJerkMagMean" -0.986502687948718
"subject16" "sitting" "fBodyBodyAccJerkMagMean" -0.983968635942029
"subject16" "laying" "fBodyBodyAccJerkMagMean" -0.987514525142857
"subject16" "walking" "fBodyBodyAccJerkMagMean" -0.378278490588235
"subject16" "walking_downstairs" "fBodyBodyAccJerkMagMean" -0.0745659082223404
"subject16" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.475597717843137
"subject17" "standing" "fBodyBodyAccJerkMagMean" -0.990162798846154
"subject17" "sitting" "fBodyBodyAccJerkMagMean" -0.99142725046875
"subject17" "laying" "fBodyBodyAccJerkMagMean" -0.979687318732394
"subject17" "walking" "fBodyBodyAccJerkMagMean" -0.335938891803279
"subject17" "walking_downstairs" "fBodyBodyAccJerkMagMean" -0.188680399771739
"subject17" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.360299853125
"subject19" "standing" "fBodyBodyAccJerkMagMean" -0.979135412739726
"subject19" "sitting" "fBodyBodyAccJerkMagMean" -0.983751646712329
"subject19" "laying" "fBodyBodyAccJerkMagMean" -0.980621564096385
"subject19" "walking" "fBodyBodyAccJerkMagMean" 0.0730179928688462
"subject19" "walking_downstairs" "fBodyBodyAccJerkMagMean" 0.538404846128205
"subject19" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.187391317015
"subject21" "standing" "fBodyBodyAccJerkMagMean" -0.970634296404494
"subject21" "sitting" "fBodyBodyAccJerkMagMean" -0.985342358705882
"subject21" "laying" "fBodyBodyAccJerkMagMean" -0.978444123888889
"subject21" "walking" "fBodyBodyAccJerkMagMean" -0.144009889665385
"subject21" "walking_downstairs" "fBodyBodyAccJerkMagMean" 0.112442619741778
"subject21" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.355443706553192
"subject22" "standing" "fBodyBodyAccJerkMagMean" -0.959743877936508
"subject22" "sitting" "fBodyBodyAccJerkMagMean" -0.968908297096774
"subject22" "laying" "fBodyBodyAccJerkMagMean" -0.962654791527778
"subject22" "walking" "fBodyBodyAccJerkMagMean" 0.0659727285
"subject22" "walking_downstairs" "fBodyBodyAccJerkMagMean" 0.0224783539805556
"subject22" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.0458020362119048
"subject23" "standing" "fBodyBodyAccJerkMagMean" -0.973798155735294
"subject23" "sitting" "fBodyBodyAccJerkMagMean" -0.974121466764706
"subject23" "laying" "fBodyBodyAccJerkMagMean" -0.985905703888889
"subject23" "walking" "fBodyBodyAccJerkMagMean" -0.0180705701559322
"subject23" "walking_downstairs" "fBodyBodyAccJerkMagMean" 0.335009724333333
"subject23" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.302968064764706
"subject25" "standing" "fBodyBodyAccJerkMagMean" -0.982294170810811
"subject25" "sitting" "fBodyBodyAccJerkMagMean" -0.987941825538461
"subject25" "laying" "fBodyBodyAccJerkMagMean" -0.96008314739726
"subject25" "walking" "fBodyBodyAccJerkMagMean" -0.564591342162162
"subject25" "walking_downstairs" "fBodyBodyAccJerkMagMean" -0.471642111551724
"subject25" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.654795110615385
"subject26" "standing" "fBodyBodyAccJerkMagMean" -0.982876889459459
"subject26" "sitting" "fBodyBodyAccJerkMagMean" -0.989481942820513
"subject26" "laying" "fBodyBodyAccJerkMagMean" -0.989138184473684
"subject26" "walking" "fBodyBodyAccJerkMagMean" -0.293358341186441
"subject26" "walking_downstairs" "fBodyBodyAccJerkMagMean" -0.15317202912
"subject26" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.294970470909091
"subject27" "standing" "fBodyBodyAccJerkMagMean" -0.984151646
"subject27" "sitting" "fBodyBodyAccJerkMagMean" -0.988773269428571
"subject27" "laying" "fBodyBodyAccJerkMagMean" -0.988098902567567
"subject27" "walking" "fBodyBodyAccJerkMagMean" -0.259934013157895
"subject27" "walking_downstairs" "fBodyBodyAccJerkMagMean" 0.010857564025
"subject27" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.460770277843137
"subject28" "standing" "fBodyBodyAccJerkMagMean" -0.952727765189873
"subject28" "sitting" "fBodyBodyAccJerkMagMean" -0.969178686666667
"subject28" "laying" "fBodyBodyAccJerkMagMean" -0.9734362485
"subject28" "walking" "fBodyBodyAccJerkMagMean" -0.360811456296296
"subject28" "walking_downstairs" "fBodyBodyAccJerkMagMean" -0.0128823827326087
"subject28" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.294433415745098
"subject29" "standing" "fBodyBodyAccJerkMagMean" -0.989793892615385
"subject29" "sitting" "fBodyBodyAccJerkMagMean" -0.990093703833333
"subject29" "laying" "fBodyBodyAccJerkMagMean" -0.993998275797101
"subject29" "walking" "fBodyBodyAccJerkMagMean" -0.108978206490566
"subject29" "walking_downstairs" "fBodyBodyAccJerkMagMean" 0.000448896304791667
"subject29" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.239108046693878
"subject30" "standing" "fBodyBodyAccJerkMagMean" -0.953357615932203
"subject30" "sitting" "fBodyBodyAccJerkMagMean" -0.985826330967742
"subject30" "laying" "fBodyBodyAccJerkMagMean" -0.969949269571429
"subject30" "walking" "fBodyBodyAccJerkMagMean" -0.347180134692308
"subject30" "walking_downstairs" "fBodyBodyAccJerkMagMean" -0.125961400367742
"subject30" "walking_upstairs" "fBodyBodyAccJerkMagMean" -0.549784890615385
"subject2" "standing" "fBodyBodyAccJerkMagStd" -0.97516046
"subject2" "sitting" "fBodyBodyAccJerkMagStd" -0.984124185869565
"subject2" "laying" "fBodyBodyAccJerkMagStd" -0.984568489166667
"subject2" "walking" "fBodyBodyAccJerkMagStd" -0.164091969449153
"subject2" "walking_downstairs" "fBodyBodyAccJerkMagStd" 0.227480732542553
"subject2" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.2604238389625
"subject4" "standing" "fBodyBodyAccJerkMagStd" -0.96003249875
"subject4" "sitting" "fBodyBodyAccJerkMagStd" -0.9615845194
"subject4" "laying" "fBodyBodyAccJerkMagStd" -0.958037119259259
"subject4" "walking" "fBodyBodyAccJerkMagStd" -0.320458701
"subject4" "walking_downstairs" "fBodyBodyAccJerkMagStd" -0.280426776955556
"subject4" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.497324087307692
"subject9" "standing" "fBodyBodyAccJerkMagStd" -0.963593159555556
"subject9" "sitting" "fBodyBodyAccJerkMagStd" -0.9493949814
"subject9" "laying" "fBodyBodyAccJerkMagStd" -0.9550947122
"subject9" "walking" "fBodyBodyAccJerkMagStd" -0.322337536730769
"subject9" "walking_downstairs" "fBodyBodyAccJerkMagStd" 0.0705526138333333
"subject9" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.484935752040816
"subject10" "standing" "fBodyBodyAccJerkMagStd" -0.952105964545455
"subject10" "sitting" "fBodyBodyAccJerkMagStd" -0.983266741481482
"subject10" "laying" "fBodyBodyAccJerkMagStd" -0.965377553448276
"subject10" "walking" "fBodyBodyAccJerkMagStd" 0.0502087634986792
"subject10" "walking_downstairs" "fBodyBodyAccJerkMagStd" 0.0380266696789474
"subject10" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.334365043829787
"subject12" "standing" "fBodyBodyAccJerkMagStd" -0.964145595245902
"subject12" "sitting" "fBodyBodyAccJerkMagStd" -0.972951443333333
"subject12" "laying" "fBodyBodyAccJerkMagStd" -0.961653004
"subject12" "walking" "fBodyBodyAccJerkMagStd" -0.013953908696
"subject12" "walking_downstairs" "fBodyBodyAccJerkMagStd" 0.0420631251108696
"subject12" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.346565141730769
"subject13" "standing" "fBodyBodyAccJerkMagStd" -0.980621262631579
"subject13" "sitting" "fBodyBodyAccJerkMagStd" -0.988332303469388
"subject13" "laying" "fBodyBodyAccJerkMagStd" -0.978044349516129
"subject13" "walking" "fBodyBodyAccJerkMagStd" -0.113591923723684
"subject13" "walking_downstairs" "fBodyBodyAccJerkMagStd" -0.0709893839055319
"subject13" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.491090809090909
"subject18" "standing" "fBodyBodyAccJerkMagStd" -0.986277356712329
"subject18" "sitting" "fBodyBodyAccJerkMagStd" -0.991044297894737
"subject18" "laying" "fBodyBodyAccJerkMagStd" -0.989710656769231
"subject18" "walking" "fBodyBodyAccJerkMagStd" -0.444453486071429
"subject18" "walking_downstairs" "fBodyBodyAccJerkMagStd" -0.386565072363636
"subject18" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.587926077068965
"subject20" "standing" "fBodyBodyAccJerkMagStd" -0.936025033013699
"subject20" "sitting" "fBodyBodyAccJerkMagStd" -0.972597744242424
"subject20" "laying" "fBodyBodyAccJerkMagStd" -0.979565196911765
"subject20" "walking" "fBodyBodyAccJerkMagStd" -0.0310650270227451
"subject20" "walking_downstairs" "fBodyBodyAccJerkMagStd" 0.0790379799133333
"subject20" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.280450026862745
"subject24" "standing" "fBodyBodyAccJerkMagStd" -0.973195509565217
"subject24" "sitting" "fBodyBodyAccJerkMagStd" -0.98561372
"subject24" "laying" "fBodyBodyAccJerkMagStd" -0.98328511625
"subject24" "walking" "fBodyBodyAccJerkMagStd" -0.40297998362069
"subject24" "walking_downstairs" "fBodyBodyAccJerkMagStd" -0.0827554911536364
"subject24" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.45964779779661
"subject1" "standing" "fBodyBodyAccJerkMagStd" -0.992536003396226
"subject1" "sitting" "fBodyBodyAccJerkMagStd" -0.981606177446808
"subject1" "laying" "fBodyBodyAccJerkMagStd" -0.9218039756
"subject1" "walking" "fBodyBodyAccJerkMagStd" -0.103492403002105
"subject1" "walking_downstairs" "fBodyBodyAccJerkMagStd" -0.104052260726531
"subject1" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.533059853773585
"subject3" "standing" "fBodyBodyAccJerkMagStd" -0.948206814426229
"subject3" "sitting" "fBodyBodyAccJerkMagStd" -0.966568852884615
"subject3" "laying" "fBodyBodyAccJerkMagStd" -0.975305377903226
"subject3" "walking" "fBodyBodyAccJerkMagStd" -0.0898519904044828
"subject3" "walking_downstairs" "fBodyBodyAccJerkMagStd" -0.159102288018367
"subject3" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.48060920220339
"subject5" "standing" "fBodyBodyAccJerkMagStd" -0.943601960178571
"subject5" "sitting" "fBodyBodyAccJerkMagStd" -0.966545323409091
"subject5" "laying" "fBodyBodyAccJerkMagStd" -0.976381934807692
"subject5" "walking" "fBodyBodyAccJerkMagStd" -0.305685376071429
"subject5" "walking_downstairs" "fBodyBodyAccJerkMagStd" -0.089735699787234
"subject5" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.378616675957447
"subject6" "standing" "fBodyBodyAccJerkMagStd" -0.95538157877193
"subject6" "sitting" "fBodyBodyAccJerkMagStd" -0.947304700363636
"subject6" "laying" "fBodyBodyAccJerkMagStd" -0.951552664035088
"subject6" "walking" "fBodyBodyAccJerkMagStd" -0.0964999702982456
"subject6" "walking_downstairs" "fBodyBodyAccJerkMagStd" 0.15480886140625
"subject6" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.177734840922353
"subject7" "standing" "fBodyBodyAccJerkMagStd" -0.969092161886792
"subject7" "sitting" "fBodyBodyAccJerkMagStd" -0.9684948675
"subject7" "laying" "fBodyBodyAccJerkMagStd" -0.965359228076923
"subject7" "walking" "fBodyBodyAccJerkMagStd" -0.022138358
"subject7" "walking_downstairs" "fBodyBodyAccJerkMagStd" 0.107856840302128
"subject7" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.497441363137255
"subject8" "standing" "fBodyBodyAccJerkMagStd" -0.979135440925926
"subject8" "sitting" "fBodyBodyAccJerkMagStd" -0.97932021173913
"subject8" "laying" "fBodyBodyAccJerkMagStd" -0.963791094259259
"subject8" "walking" "fBodyBodyAccJerkMagStd" -0.276436130125
"subject8" "walking_downstairs" "fBodyBodyAccJerkMagStd" 0.134734731236842
"subject8" "walking_upstairs" "fBodyBodyAccJerkMagStd" -0.379266499780488
"subject11" "standing" "fBodyBodyAccJerkMagStd" -0.98802123106383
